user_id,user_score
4642,181.227
175643,180.528
61517,180.396
29595,179.915
4194,179.619
37130,178.973
17283,178.681
15715,178.591
93225,177.601
95523,177.389
9450,176.971
38246,176.737
6423,176.625
1107786,176.388
6779,174.489
170114,174.031
5803,173.828
6437,173.452
94326,173.089
640047,173.028
27901,171.907
71193,170.955
69794,170.871
69793,170.85
678972,169.93
11334,169.118
4757,169.011
5099,168.715
10031,168.641
1135,166.166
91298,165.444
32997,163.618
68124,163.592
3375,162.804
773752,162.561
2227,162.048
21028,161.225
21048,161.031
21097,159.862
29312,159.472
5197,159.314
25845,159.094
160830,158.258
728,158.002
71132,157.437
640353,157.329
21108,156.551
20487,155.079
20026,155.078
347330,154.518
105662,154.243
28908,154.097
3837,153.842
660572,153.651
96424,152.226
20375,152.072
21015,151.96
16940,151.842
220916,151.728
435225,150.851
991893,150.197
645629,150.129
694961,150.098
4930,149.753
133936,149.287
77989,148.658
4113,148.434
649608,147.594
33688,147.018
649250,146.75
160697,146.576
63471,145.173
989,144.913
4915,144.716
568027,144.431
20624,144.319
2483,144.076
644348,143.978
92731,143.703
67,143.132
5056,143.008
28026,142.406
75009,142.126
30044,141.895
95627,141.787
29574,141.644
92812,141.415
223430,141.409
649260,140.3
235227,139.464
23654,138.797
954,138.529
2299,138.168
20596,137.85
30360,137.724
155746,137.692
6385,136.659
31413,136.477
20373,136.118
20621,135.922
63743,135.911
72512,135.903
35825,135.323
1065702,135.256
198390,134.942
884279,134.545
31475,134.505
81498,134.143
3557,133.91
60473,133.835
30234,133.78
27774,133.769
7768,133.679
20291,133.591
20406,133.243
9145,132.525
4010,132.008
22104,131.959
681379,129.957
30000,129.445
25127,129.07
39062,129.046
20315,128.948
50317,128.598
644178,128.387
266505,128.056
662350,127.646
122180,127.487
643279,127.443
20204,127.278
36802,127.249
78620,127.182
20660,126.861
110664,126.205
77486,125.74
736523,125.7
642631,125.666
117188,124.823
704607,124.345
661994,124.103
2185,123.823
662194,123.735
20924,123.415
20737,123.305
81944,123.183
101951,122.943
20141,122.499
5671,122.456
287959,122.436
33801,122.365
107567,122.107
38398,122.06
29586,121.519
3886,121.47
59941,121.373
89885,120.931
644766,120.909
28938,120.891
643467,120.779
889125,120.549
104039,120.514
71267,120.336
234296,120.252
38379,119.546
644645,119.421
662158,119.118
9162,118.514
21207,118.473
183844,118.387
75063,118.12
124908,117.987
4372,117.777
38347,117.619
288001,117.113
67922,116.766
38391,116.658
62601,116.619
1715,116.383
89732,116.107
678217,115.709
48558,115.479
75179,115.247
646742,114.388
727690,113.949
62752,113.882
84610,113.819
129912,113.444
12442,113.386
367127,113.251
101249,113.181
71095,112.941
125251,112.567
21073,112.427
21231,112.343
30222,112.17
5570,112.121
365710,111.947
80250,111.934
83080,111.814
6511,111.673
13,111.569
106945,111.055
100337,110.396
1858,110.328
95508,110.174
54971,109.564
33849,109.489
18880,109.484
175423,109.478
27245,109.453
278207,109.419
429902,109.356
357976,109.309
106609,109.137
3358,109.087
7896,108.954
4943,108.849
1843,108.723
8941,108.6
873057,108.413
59675,108.236
78003,107.937
409552,107.834
47070,107.732
74538,107.601
3901,107.421
20939,107.412
122800,107.358
110948,107.263
104532,107.11
63679,107.107
637039,106.978
17087,106.519
78652,106.341
114504,106.294
62624,106.275
63366,106.187
7294,105.957
37243,105.957
4117,105.853
5086,105.699
17262,105.419
20341,105.303
8448,105.088
53319,104.841
4084,104.549
177809,104.515
166656,104.126
25653,103.921
687238,103.868
111528,103.853
192249,103.729
21167,103.612
176637,103.504
6289,103.452
92669,103.328
143597,102.962
18994,102.917
2208,102.79
251491,102.779
60121,102.626
20951,102.499
118598,102.462
29662,102.426
72454,102.203
7611,101.977
65170,101.934
20190,101.913
25169,101.737
106932,101.553
95143,101.291
640500,101.084
11726,101.012
96186,100.722
4393,100.681
60358,100.578
21234,100.328
2667,100.176
1830,100.146
82341,100.098
1052212,99.7364
644100,99.7305
140678,99.7005
241980,99.5756
20262,99.0164
7719,98.9726
181013,98.9053
20974,98.8809
1584,98.8512
171367,98.6719
33894,98.6515
20649,98.5501
155689,98.3577
100,98.0838
1503,98.0757
35280,97.9254
40058,97.8762
657677,97.6898
17252,97.5471
7060,97.507
129497,97.2217
21789,97.0043
20841,96.7284
764160,96.2693
90991,95.816
97094,95.0821
5237,95.0577
104012,94.9297
5451,94.9253
78263,94.8913
101792,94.6904
91276,94.5602
131393,94.3495
16389,94.3484
10984,94.2823
38493,94.2173
27375,94.1644
24417,93.9973
679529,93.8972
33826,93.5909
18366,93.4541
66333,93.3864
3167,93.3593
189366,93.2517
73060,93.0454
93950,93.0233
93974,92.9363
63461,92.889
60233,92.6777
20122,92.6491
665744,92.6399
28086,92.2563
92615,92.253
20710,92.1625
20797,92.0897
27372,92.081
43935,91.8147
18034,91.6932
1935,91.6892
95097,91.6502
41696,91.6478
14785,91.6198
904,91.5784
42257,91.3368
3840,91.074
686811,90.8673
108324,90.8601
160678,90.6628
188457,90.5097
16008,90.4825
92783,90.1143
8716,90.0547
16930,89.9104
107672,89.9011
166730,89.6026
4919,89.4963
80157,89.3733
115971,89.3332
21352,89.0692
4962,88.7631
273583,88.5137
59507,88.5033
78008,88.1902
175772,88.0884
219915,88.0339
20620,87.9214
4563,87.7466
31138,87.6962
11848,87.6119
6456,87.5856
93286,87.5582
10371,87.5134
9177,87.4583
184439,87.4114
91359,87.2453
113647,87.2201
30933,87.1925
647062,87.0195
18845,86.9543
30133,86.8764
645630,86.803
104774,86.7572
617151,86.4672
11747,86.4653
95285,85.9704
20322,85.8238
57082,85.7534
227150,85.5994
98868,85.3991
30134,85.306
81981,85.0051
20552,84.8095
8181,84.733
9363,84.6573
8158,84.4867
148650,84.325
40103,84.06
63983,84.0488
244830,83.7616
13164,83.7362
3887,83.725
67947,83.6851
6753,83.6672
20314,83.6488
237777,83.5097
21195,83.3155
665843,83.173
83896,83.1619
37358,83.118
63700,83.0531
18631,83.0178
16407,82.8348
93032,82.8289
678976,82.7784
45267,82.7687
107683,82.6346
72519,82.6319
30106,82.6133
743481,82.412
106539,82.0933
90865,81.9356
671658,81.6082
13661,81.4564
1030085,81.4057
175758,81.3624
60179,81.3393
349340,81.2941
146945,81.2319
38333,81.1941
74518,81.1166
7891,80.8634
37670,80.7866
680983,80.7356
31252,80.5742
65190,80.0617
94238,79.9447
22511,79.9277
8495,79.6329
113758,79.6035
33032,79.5534
658117,79.5436
11714,79.5102
181790,79.435
151072,79.3999
149988,79.1773
665765,79.1773
105345,79.1065
64013,79.0521
189346,79.0033
10072,78.8943
127307,78.8315
574300,78.8166
93929,78.4883
3479,78.4501
842792,78.4204
13467,78.3719
38381,78.342
21567,78.1703
14663,78.0797
197775,77.9567
20210,77.8847
26195,77.8045
76669,77.6936
20230,77.6561
9432,77.4101
118692,77.4092
28905,77.1711
37781,77.0152
64004,76.8765
19993,76.8613
2695,76.6763
154663,76.4713
167905,76.3782
1751,76.3526
223178,76.3378
63640,76.2249
644311,76.1638
29584,76.0221
4588,75.9943
1510,75.8392
686372,75.7718
21114,75.7123
22689,75.5999
14795,75.5903
77805,75.4214
91029,75.4147
1012808,75.3521
8362,75.3331
167214,75.3265
661142,75.275
72602,75.1811
38467,75.1776
92788,75.1333
3432,75.1023
100751,74.9961
107427,74.8742
128767,74.8665
97399,74.8657
88527,74.7407
105854,74.7101
175726,74.5945
210485,74.4638
684656,74.3804
104332,74.3128
94670,74.2581
100119,74.1775
92644,74.1301
167576,74.1279
31483,74.1152
13693,74.0829
24530,74.0526
92005,74.0252
94248,73.9974
77635,73.8213
939679,73.757
630,73.6018
221848,73.4593
230964,73.3116
101495,73.3013
663496,73.1918
71120,73.1871
3447,73.1805
44016,73.1471
38365,73.0289
30076,73.0187
64109,72.9181
37054,72.9121
223033,72.6643
217187,72.4894
49800,72.463
107957,72.3586
6471,72.2617
20554,72.2282
37020,72.0936
86295,71.9861
678481,71.9073
93232,71.903
645639,71.8428
233,71.6492
101610,71.6399
37617,71.6135
696294,71.5966
93632,71.5864
17905,71.5449
234770,71.4885
92718,71.4248
5668,71.3587
1087816,71.3552
8773,71.3089
2878,71.3066
1001949,71.2988
175611,71.159
1381,71.0093
138717,70.9434
16616,70.831
770,70.7525
166737,70.6776
79509,70.6445
101632,70.4929
71074,70.4704
97016,70.3184
79695,70.263
60051,69.8445
210694,69.8395
131659,69.7974
19408,69.7209
95795,69.7022
103388,69.6736
43230,69.6502
3412,69.6037
142189,69.564
105847,69.4781
81324,69.4654
145542,69.2337
44252,69.195
7872,69.1568
15597,69.001
59853,68.8783
1014206,68.7976
96582,68.7715
37187,68.7681
93596,68.6699
64854,68.656
84023,68.609
13978,68.5632
1015292,68.5575
49056,68.5243
17316,68.4325
21655,68.3994
104830,68.3101
6599,68.1104
82110,68.0487
62613,67.9601
6893,67.9546
98768,67.9059
5123,67.8989
78510,67.8322
105351,67.7642
66331,67.7629
5050,67.572
145010,67.5576
37207,67.4829
167847,67.4716
18710,67.452
168595,67.4503
16405,67.4048
1007433,67.3792
10110,67.3547
371211,67.3193
296084,67.2728
134924,67.2434
186762,67.082
109545,67.0764
92532,67.0372
77659,66.8373
11157,66.7109
73920,66.703
4772,66.6894
35941,66.4894
106985,66.4256
178560,66.3489
85930,66.315
9951,66.3013
67729,66.2933
95697,66.2476
7822,66.2253
221610,66.2224
37029,66.1904
63454,66.1565
118843,66.102
4957,65.9905
35447,65.7996
638930,65.521
8540,65.5012
6824,65.4994
116498,65.4947
266829,65.4829
105618,65.4385
231453,65.2304
95355,65.2043
40025,65.2014
101574,65.1741
91482,65.1339
5220,65.1164
85592,65.1097
14483,65.01
117458,64.9804
96120,64.9658
78332,64.9638
107535,64.9591
178457,64.9311
379793,64.8005
20431,64.7831
1029824,64.703
106560,64.6329
21982,64.6055
114323,64.4818
3100,64.3982
23659,64.2708
39064,64.2224
78342,64.1988
94015,64.1921
131005,64.1124
37533,64.0855
1099,64.0277
78076,63.9539
640547,63.901
74722,63.8401
10817,63.6335
85555,63.3928
73122,63.3456
59834,63.2738
59993,63.1718
92468,63.1119
59486,63.0382
21313,63.0176
56348,62.9924
671685,62.9891
25362,62.9098
179783,62.7952
23112,62.7099
173238,62.6791
63956,62.6448
26454,62.6371
101237,62.5952
118707,62.5938
84174,62.5761
66336,62.4207
173200,62.3672
175835,62.1842
71090,62.1714
50906,62.1417
642495,62.1347
36781,62.1141
638927,62.0519
664530,62.0175
106474,61.9948
100821,61.8698
239536,61.8079
57761,61.7826
21054,61.7406
154449,61.5963
91915,61.5691
81721,61.5657
649813,61.4946
60292,61.4071
85757,61.3764
713024,61.3657
26319,61.2622
112751,61.1266
9353,61.0075
6391,61.004
79992,60.9995
222761,60.9642
8508,60.8202
92219,60.7715
179478,60.7341
100355,60.7117
105628,60.6842
70352,60.663
655546,60.57
94013,60.5543
27750,60.5418
65029,60.531
167985,60.5302
105835,60.4644
28459,60.4067
104308,60.3655
80170,60.3087
136911,60.3059
114482,60.2151
48677,60.1886
126140,60.1015
20741,60.09
420124,60.0425
119575,59.9889
76293,59.9636
646249,59.9607
641837,59.9113
178702,59.8852
25355,59.8173
136716,59.7847
95458,59.7822
140049,59.7716
93523,59.706
111012,59.6929
100489,59.6746
77541,59.5943
108497,59.5381
92217,59.4896
20374,59.4811
67752,59.4743
127284,59.4594
21165,59.2039
17684,59.1847
789001,59.1799
113833,59.1184
35331,59.0875
5060,59.0349
716446,58.9805
100166,58.7838
234720,58.783
70233,58.775
87330,58.7634
38477,58.7538
22190,58.7264
122910,58.7103
20119,58.6997
68390,58.6949
29040,58.66
155500,58.5738
149631,58.5553
104329,58.5039
109397,58.4668
7858,58.4294
92014,58.3876
417868,58.2034
108735,58.1814
78760,58.1723
5558,58.1176
108318,58.0618
5848,57.9939
27659,57.9834
127857,57.9745
118876,57.9405
1842,57.9095
327748,57.9069
94201,57.899
77861,57.889
128569,57.8283
3467,57.8177
5875,57.7957
238209,57.6667
89426,57.6014
150065,57.5459
20433,57.5375
7927,57.518
70551,57.5015
15352,57.4713
4542,57.4658
96245,57.4579
66737,57.4019
94132,57.387
38786,57.3128
272436,57.3028
88579,57.2109
13955,57.1926
20437,57.0969
258222,57.0904
82475,57.0848
37825,57.0665
20763,57.0083
17091,56.9696
26377,56.8714
78420,56.8644
58251,56.8162
271289,56.7173
123306,56.6621
91488,56.6076
124486,56.5691
154611,56.4658
70,56.46
408040,56.3617
71107,56.3561
90496,56.3021
104298,56.2413
75943,56.2014
98088,56.1963
8154,56.1252
104916,56.0316
2351,56.023
10838,56.0101
110003,55.9973
80178,55.9746
122929,55.939
2310,55.9182
542293,55.8993
90938,55.8802
60924,55.8625
130669,55.833
260615,55.8308
1006783,55.8182
64071,55.6434
96900,55.5665
30226,55.564
92321,55.536
38254,55.4992
4499,55.4884
169757,55.484
343697,55.478
16410,55.4756
243065,55.4584
59549,55.4361
182928,55.4197
147182,55.4162
135385,55.2963
789179,55.2905
5223,55.2538
16864,55.2431
53815,55.2183
25718,55.1721
43993,55.1461
104334,55.1452
29989,55.1374
29839,55.0603
124297,55.0406
107835,55.0111
33326,54.9767
82049,54.9349
143009,54.9331
304446,54.9144
637240,54.887
107924,54.8731
676663,54.8138
49791,54.8129
95033,54.7221
172929,54.6482
198091,54.5925
645690,54.5453
171465,54.4821
27908,54.4779
106214,54.4236
23435,54.3937
118812,54.3509
108352,54.3143
87872,54.3033
7172,54.2368
196733,54.2198
92375,54.2062
95771,54.0907
9212,54.0903
63958,53.902
56388,53.8014
4898,53.7961
77722,53.7639
87663,53.7513
37197,53.7216
106106,53.6646
14035,53.6235
10190,53.5976
80254,53.58
101552,53.5382
105794,53.5182
72413,53.4474
3420,53.3936
5892,53.3611
22402,53.3361
713868,53.3165
187277,53.3158
715136,53.2651
110427,53.2324
94348,53.118
6892,53.0939
172774,53.0894
25535,53.066
96067,53.0514
428981,53.0359
61454,52.9654
378523,52.9651
1079,52.9643
671643,52.9389
104982,52.9303
79585,52.8677
95981,52.8092
11546,52.8006
25930,52.7944
865853,52.7584
33897,52.695
64031,52.5905
4762,52.5363
92821,52.4693
105892,52.4539
157822,52.4291
3757,52.3392
100124,52.2921
80298,52.2429
80204,52.2336
100277,52.2178
639962,52.1822
5913,52.1569
96147,52.1553
517469,52.1201
208898,52.1145
234786,52.0943
101705,52.0485
93213,51.9827
84477,51.9303
7898,51.9224
106285,51.8634
141963,51.7893
18307,51.7769
216496,51.7681
24445,51.7516
467,51.7207
20814,51.7127
30223,51.6866
178533,51.6416
89654,51.6014
8737,51.6013
12111,51.5852
7959,51.5385
89770,51.5259
37948,51.4361
604207,51.3466
745113,51.335
107379,51.2864
72393,51.2571
117059,51.2562
60208,51.248
195987,51.2161
95839,51.2023
146492,51.1895
1785,51.1253
94217,51.1093
99760,51.1009
684239,51.0228
26073,51.0139
2084,50.9931
155522,50.9743
97219,50.9597
7559,50.9042
170323,50.8795
104747,50.8435
59832,50.8407
151525,50.8392
77265,50.8099
107652,50.8066
93261,50.7811
171759,50.7621
1043368,50.7618
141817,50.7344
84426,50.6355
36410,50.6221
660267,50.5923
30220,50.5371
23771,50.5323
252315,50.4935
229792,50.4823
17312,50.4784
670165,50.4666
678985,50.4438
339712,50.3898
271310,50.3512
91005,50.3038
105990,50.2546
79102,50.0907
115977,50.034
26776,49.976
71233,49.9312
63309,49.9165
6738,49.8733
110599,49.8414
16306,49.8033
1861,49.7828
21322,49.7541
653360,49.6893
85978,49.666
189693,49.6013
639877,49.5991
210690,49.5216
58978,49.5161
6525,49.4873
29815,49.4866
691880,49.4636
19146,49.4352
2622,49.423
108809,49.4063
85524,49.4002
94505,49.3242
6317,49.2862
142132,49.2684
131089,49.2434
29850,49.2306
4299,49.2256
2371,49.2128
671879,49.1776
62755,49.1675
28174,49.1616
16610,49.1589
148678,49.0061
107067,48.9718
9121,48.9325
686665,48.8136
85870,48.8034
109377,48.7955
110060,48.7503
216544,48.7253
157855,48.714
90956,48.6577
108301,48.6152
656360,48.5969
62602,48.5962
186794,48.5962
91568,48.512
136734,48.4816
302610,48.4815
32031,48.4512
82047,48.4466
678030,48.4127
78050,48.3963
103078,48.2666
105337,48.2663
8047,48.2591
104602,48.2548
93784,48.2226
102551,48.2052
30293,48.1942
105501,48.1833
84884,48.182
80131,48.1705
139464,48.1469
8376,48.0915
28715,48.0649
8481,48.0415
215755,48.041
87761,48.0353
167247,48.0243
136696,48.0236
5587,48.0229
20337,47.9878
71455,47.9575
798665,47.9521
133565,47.9363
693176,47.8336
243177,47.7699
109925,47.7614
71239,47.7326
105192,47.7228
157106,47.7207
12979,47.7063
19916,47.6383
62432,47.5922
123469,47.5434
221254,47.5154
177917,47.502
664100,47.3949
169738,47.3725
100033,47.3633
13010,47.3438
216660,47.3349
29966,47.3119
200414,47.2858
63646,47.2829
89726,47.2799
91970,47.2731
234331,47.2036
2116,47.2006
106989,47.1658
37876,47.1503
242939,47.1159
91249,47.1085
116732,47.0881
111072,47.0567
37387,47.056
196258,47.04
695559,47.0364
104030,46.8937
167681,46.8853
126488,46.8631
77921,46.8077
5553,46.7855
21132,46.7399
39889,46.7126
59694,46.7046
93927,46.7032
108478,46.6609
92572,46.6211
108234,46.6202
95030,46.5737
9155,46.5294
237438,46.5095
215274,46.4751
24851,46.4637
122165,46.4019
111987,46.3994
1024171,46.3917
165441,46.3868
646332,46.3755
4796,46.3331
174,46.314
1754,46.308
68309,46.3005
230955,46.2877
122175,46.2298
60053,46.1051
153112,46.0933
241921,46.0833
675774,46.0825
131400,46.0751
636747,46.0432
20182,45.9933
264757,45.959
690161,45.9557
21607,45.9323
27224,45.9252
49579,45.8734
7137,45.856
235279,45.8538
21277,45.7841
94492,45.7739
34920,45.7178
124129,45.6814
125692,45.677
225614,45.6723
12405,45.6654
37223,45.6387
60278,45.6191
9494,45.6002
14062,45.5955
21316,45.5934
180634,45.5209
105069,45.5144
127816,45.4987
645594,45.4573
52619,45.4545
103256,45.4225
107443,45.3081
342243,45.2895
263104,45.2839
917613,45.2539
5486,45.2083
278205,45.1996
225180,45.1768
24837,45.1669
164658,45.1281
3676,45.0927
3936,45.03
8916,45.0145
38358,45.0042
860,44.9926
689969,44.9801
38529,44.9762
126911,44.9541
208282,44.938
29522,44.9285
60246,44.9238
3057,44.9223
4998,44.921
50571,44.9158
691952,44.8396
23169,44.8032
108297,44.7709
122531,44.7169
25068,44.6333
692381,44.587
104463,44.5835
354197,44.5591
186188,44.5415
93316,44.4031
886809,44.3721
5719,44.3666
86320,44.3624
209115,44.3506
210930,44.303
64302,44.301
93574,44.1727
54095,44.1265
24503,44.1105
106596,44.1069
93061,44.0923
105073,44.0729
32771,44.0696
115415,44.0448
28779,44.0231
103441,43.9251
118785,43.8967
105788,43.8849
53407,43.7963
661106,43.7624
104933,43.7522
94537,43.7466
115945,43.7385
88617,43.7284
81805,43.6957
365383,43.6701
270679,43.654
28677,43.645
95978,43.6423
89111,43.6382
45936,43.6181
157603,43.5809
105729,43.5725
30139,43.5655
141785,43.561
27693,43.4961
165534,43.4749
176232,43.4717
85879,43.3543
151231,43.3439
73045,43.329
640371,43.3255
174524,43.3078
5198,43.3008
85356,43.2939
735382,43.2878
51801,43.2664
38413,43.2212
6546,43.2179
38366,43.21
140608,43.1972
99753,43.1722
229906,43.1429
57300,43.1352
167528,43.1109
3571,43.0687
59475,43.0667
66506,43.036
234747,43.0354
208386,43.0171
27784,42.9922
157857,42.9563
332882,42.9523
102892,42.9307
1059692,42.9293
36323,42.9125
37593,42.8471
2190,42.8423
5529,42.8165
486880,42.7948
18828,42.7807
78786,42.7757
11808,42.7497
115867,42.7351
81454,42.7218
178122,42.7203
1114680,42.7172
71226,42.7141
263679,42.7004
88960,42.5966
20617,42.5847
209649,42.5844
6758,42.5557
150794,42.5434
176624,42.5378
81467,42.4887
30267,42.4771
20688,42.4655
36375,42.4651
9236,42.3722
2461,42.3648
14237,42.334
90117,42.3268
203862,42.2853
58411,42.267
15387,42.238
45898,42.2157
44582,42.191
39224,42.1817
236652,42.1586
27346,42.1507
40174,42.1454
254723,42.1433
741949,42.1338
13898,42.0837
79526,42.0283
713471,41.9537
228535,41.9471
150498,41.9446
91879,41.9048
1110081,41.9031
117452,41.8891
117083,41.8868
108543,41.8817
59902,41.8666
29702,41.8656
21573,41.8313
31332,41.8222
642567,41.8155
72391,41.7841
450915,41.7605
92670,41.7318
213948,41.6599
109457,41.6459
293675,41.6334
88863,41.6323
943334,41.6181
24690,41.6067
28531,41.5599
643404,41.5396
38163,41.5191
80827,41.5166
757820,41.4744
661137,41.4593
62252,41.4428
406933,41.4341
135230,41.405
35995,41.3997
107430,41.3785
3367,41.3771
108655,41.3591
96996,41.3573
438913,41.3554
80152,41.3405
5644,41.3117
146968,41.292
392724,41.2903
47073,41.2785
87509,41.2727
110859,41.2712
152568,41.264
92893,41.2634
8169,41.2308
172501,41.2308
713422,41.2239
717146,41.22
1652,41.2188
655577,41.1983
644673,41.1972
46074,41.1905
4822,41.1814
75971,41.1633
236639,41.1586
240115,41.0931
9386,41.0547
175686,41.0465
45868,41.0296
29797,41.002
5069,40.9785
341327,40.8881
241981,40.8818
96175,40.8438
25372,40.8259
9988,40.8131
134205,40.8095
79419,40.8005
111155,40.7979
125458,40.7942
105666,40.7714
107499,40.7559
112587,40.7544
19185,40.7539
91299,40.716
38351,40.7138
39464,40.6898
9454,40.6427
234789,40.6383
19598,40.6359
72490,40.6282
104618,40.6208
58345,40.609
220918,40.6064
87851,40.5992
143828,40.5869
64457,40.5794
235536,40.5733
4514,40.5628
174616,40.4899
101608,40.4762
115912,40.4286
15503,40.4156
137970,40.4144
92624,40.4017
107325,40.3953
32479,40.3768
293128,40.3333
107393,40.3066
108046,40.3003
111137,40.2917
105859,40.2767
226681,40.2728
221386,40.26
208849,40.1978
2553,40.1905
205655,40.1479
1071100,40.1322
86855,40.1018
70146,40.0768
269925,40.0491
211375,40.0476
129331,40.0171
649368,40.0115
95459,39.9772
91026,39.9728
94354,39.9534
100831,39.9483
6412,39.9266
263224,39.8977
180989,39.8102
72477,39.794
77745,39.7849
2051,39.7774
196406,39.7532
251431,39.7341
676118,39.6965
187401,39.6754
20569,39.6664
60161,39.6413
126096,39.6236
17889,39.6132
13712,39.5981
25016,39.5866
116519,39.5836
800977,39.5833
4554,39.5763
135700,39.5323
106411,39.5171
269839,39.4964
118658,39.4896
8775,39.4744
93203,39.47
53813,39.4662
96009,39.4636
7624,39.4401
1818,39.4233
160740,39.4217
230621,39.4135
177820,39.4096
95547,39.3865
363217,39.373
41450,39.3138
234864,39.3103
109813,39.31
98078,39.3037
20485,39.2976
78240,39.2938
1009875,39.2619
9388,39.2598
77139,39.2308
477,39.1608
657599,39.1241
90585,39.1061
8545,39.0853
173813,39.0507
109060,39.0418
110662,38.973
97229,38.9673
269323,38.9666
686674,38.9331
67976,38.8642
5681,38.8353
877463,38.8063
677972,38.7946
224341,38.7896
273434,38.7672
10792,38.7644
72614,38.734
406189,38.6896
65878,38.663
662155,38.6488
97114,38.6251
831093,38.618
3028,38.5764
30111,38.5675
93962,38.5639
649167,38.5568
636742,38.5192
102441,38.4903
141417,38.4525
303768,38.4504
170487,38.3791
202733,38.3668
67607,38.3358
30190,38.3303
108526,38.2672
25630,38.2648
172976,38.2638
174769,38.2498
247430,38.2489
20460,38.2374
93408,38.2364
178452,38.2348
105956,38.204
4811,38.1713
24740,38.1121
8180,38.0879
105424,38.068
92516,38.0585
35344,38.0504
60321,38.0408
88822,38.0233
88443,37.9592
104868,37.9278
88658,37.9221
101566,37.9214
167697,37.8911
647863,37.8872
62808,37.873
661110,37.864
110180,37.8398
46291,37.8222
88618,37.8071
97178,37.7991
18557,37.7889
6762,37.7884
14113,37.7699
177373,37.7423
96660,37.6764
77938,37.6531
82165,37.5598
108926,37.5376
649347,37.5206
79409,37.492
266526,37.4776
97186,37.4753
89870,37.4611
31037,37.4597
218800,37.4395
33784,37.4352
22365,37.4334
32368,37.4137
25708,37.3954
187425,37.3852
95343,37.3776
10112,37.3652
138968,37.3571
193021,37.3254
339272,37.3226
5985,37.2394
116337,37.2198
8044,37.1959
153573,37.1931
48100,37.1584
178978,37.1431
288618,37.143
107329,37.1331
5780,37.125
643562,37.0907
122770,37.088
118709,37.0742
471192,37.0503
132961,37.0455
56597,37.0219
61232,37.0215
48534,37.0168
1004242,37.0168
209971,36.9936
216432,36.98
19900,36.9799
25064,36.9285
272806,36.891
111158,36.8819
5444,36.8518
103385,36.8344
62675,36.8266
253814,36.8231
221932,36.8195
68065,36.8125
659797,36.8113
2374,36.7953
92975,36.779
19480,36.7558
374204,36.7373
155285,36.7275
